Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD),majmooe_emkanat,Area_per_Room,nesbat_otagh_be_area
86,2,1,1,1,Punak,42500000000,14166667,3,4300000,232558139534883e58
70,1,1,1,1,Punak,31000000000,10333333,3,7000000,142857142857142e58
68,2,1,1,0,Punak,22300000000,7433333,2,3400000,29411764705882303e58
85,2,1,1,1,Yaftabad,12500000000,4166667,3,4250000,235294117647058e58
67,2,1,1,1,Punak,26000000000,8666667,3,3350000,298507462686567e58
72,1,1,1,1,Ozgol,45000000000,1500000,3,7200000,138888888888888e58
145,3,1,1,1,Central Janatabad,61500000000,2050000,3,48333333333333335e62,206896551724137e58
116,2,1,1,1,Shahrake Gharb,98600000000,32866667,3,5800000,172413793103448e58
65,1,1,1,1,Northern Janatabad,27000000000,900000,3,6500000,15384615384615302e60
125,2,1,1,1,Ozgol,93000000000,3100000,3,6250000,160000
143,3,1,1,1,Saadat Abad,112000000000,37333333,3,4766666666666666e61,209790209790209e44
88,2,1,1,1,Southern Janatabad,25600000000,8533333,3,4400000,22727272727272703e58
95,2,1,1,1,Ostad Moein,29900000000,9966667,3,4750000,21052631578947303e58
58,1,1,1,1,Shahran,28500000000,950000,3,5800000,172413793103448e58
120,2,1,1,1,Ekhtiarieh,77000000000,25666667,3,6000000,16666666666666602e58
130,3,1,1,1,Shahrakeh Naft,75000000000,2500000,3,4333333333333334e62,23076923076923e55
85,2,1,1,0,Punak,28000000000,9333333,2,4250000,235294117647058e58
100,2,1,1,0,Islamshahr,11000000000,3666667,2,5000000,20000
115,2,1,1,1,Gheitarieh,95000000000,31666667,3,5750000,17391304347826e55
76,2,1,1,1,ShahreZiba,24800000000,8266667,3,3800000,26315789473684202e44
125,2,1,1,1,Punak,60000000000,2000000,3,6250000,160000
110,2,1,1,1,Punak,39000000000,1300000,3,5500000,181818181818181e44
96,2,1,1,1,Punak,41500000000,13833333,3,4800000,208333333333333e58
75,2,1,1,0,Islamshahr,12500000000,4166667,2,3750000,266666666666666e44
105,2,1,1,1,Central Janatabad,43000000000,14333333,3,5250000,19047619047618998e42
160,3,1,1,1,Heravi,70000000000,23333333,3,5333333333333333e63,18750000
76,2,1,1,1,Jeyhoon,18000000000,600000,3,3800000,26315789473684202e44
110,2,0,1,1,Zafar,55500000000,1850000,2,5500000,181818181818181e44
198,4,1,1,0,Andisheh,52000000000,17333333,2,4950000,20202020202020202e58
105,2,1,1,1,Andisheh,19300000000,6433333,3,5250000,19047619047618998e42
90,2,1,1,1,Islamshahr,10980000000,366000,3,4500000,22222222222222203e58
63,1,1,1,1,Islamshahr,8820000000,294000,3,6300000,15873015873015802e58
100,2,1,1,1,Central Janatabad,36000000000,1200000,3,5000000,20000
117,3,1,1,1,Islamshahr,19900000000,6633333,3,3900000,25641025641025602e44
91,2,1,1,0,Islamshahr,16400000000,5466667,2,4550000,219780219780219e44
60,1,1,1,0,Islamshahr,7800000000,260000,2,6000000,16666666666666602e58
110,2,1,1,1,Islamshahr,25300000000,8433333,3,5500000,181818181818181e44
96,2,1,1,1,Ostad Moein,29900000000,9966667,3,4800000,208333333333333e58
113,2,1,1,1,Ekhtiarieh,43000000000,14333333,3,5650000,176991150442477e58
60,1,1,1,1,Persian Gulf Martyrs Lake,2950000000,983333,3,6000000,16666666666666602e58
74,2,1,1,1,Southern Janatabad,28000000000,9333333,3,3700000,27027027027026998e42
155,3,1,1,1,Dorous,98000000000,32666667,3,5166666666666666e61,193548387096774e44
125,2,1,1,1,Ostad Moein,39000000000,1300000,3,6250000,160000
49,1,1,0,1,Dezashib,31500000000,1050000,2,4900000,20408163265306102e44
148,3,1,1,1,Saadat Abad,125800000000,41933333,3,4933333333333334e63,202702702702702e44
134,3,1,1,1,QasrodDasht,29500000000,9833333,3,4466666666666666e61,22388059701492502e58
90,2,1,1,1,Central Janatabad,36000000000,1200000,3,4500000,22222222222222203e58
110,1,1,1,1,Central Janatabad,44500000000,14833333,3,11000000,9090909090909e28
115,2,1,1,1,Punak,54050000000,18016667,3,5750000,17391304347826e55
90,2,1,1,1,Darabad,53000000000,17666667,3,4500000,22222222222222203e58
95,2,1,1,1,North Program Organization,43000000000,14333333,3,4750000,21052631578947303e58
105,2,1,1,1,Pardis,7500000000,250000,3,5250000,19047619047618998e42
63,2,1,1,1,Amir Bahador,16380000000,546000,3,3150000,31746031746031703e58
88,2,1,1,0,Northern Janatabad,38500000000,12833333,2,4400000,22727272727272703e58
95,2,1,1,1,Southern Program Organization,43000000000,14333333,3,4750000,21052631578947303e58
108,2,1,1,1,Heravi,64000000000,21333333,3,5400000,18518518518518503e58
90,2,1,1,1,Southern Janatabad,37800000000,1260000,3,4500000,22222222222222203e58
160,3,1,1,1,Velenjak,96000000000,3200000,3,5333333333333333e63,18750000
78,2,0,1,1,Parand,4250000000,1416667,2,3900000,25641025641025602e44
120,3,1,1,1,Persian Gulf Martyrs Lake,5900000000,1966667,3,4000000,250000
158,3,1,1,1,Pasdaran,110600000000,36866667,3,5266666666666666e61,189873417721519e30
56,1,1,1,1,West Ferdows Boulevard,22500000000,750000,3,5600000,17857142857142803e58
100,2,1,1,1,Southern Janatabad,57000000000,1900000,3,5000000,20000
182,3,1,1,1,Saadat Abad,115000000000,38333333,3,6066666666666665e61,16483516483516403e58
63,2,1,1,1,ShahreZiba,22500000000,750000,3,3150000,31746031746031703e58
60,1,1,1,1,Northern Chitgar,8750000000,2916667,3,6000000,16666666666666602e58
125,2,1,1,1,Shahrake Qods,10300000000,3433333,3,6250000,160000
53,1,0,0,0,Shahrake Qods,3950000000,1316667,0,5300000,18867924528301802e58
150,3,1,1,1,Ekhtiarieh,95000000000,31666667,3,5000000,20000
62,2,1,1,0,Punak,22000000000,7333333,2,3100000,32258064516129e42
113,2,1,1,1,Ekhtiarieh,60000000000,2000000,3,5650000,176991150442477e58
93,2,1,1,0,Parand,6500000000,2166667,2,4650000,21505376344086e58
84,2,1,1,1,Damavand,21500000000,7166667,3,4200000,238095238095238e58
83,2,1,1,1,Jeyhoon,22000000000,7333333,3,4150000,240963855421686e60
147,3,1,1,1,Ekhtiarieh,96000000000,3200000,3,4900000,20408163265306102e44
75,2,1,1,1,Saadat Abad,55000000000,18333333,3,3750000,266666666666666e44
119,2,1,1,1,Shahran,47000000000,15666667,3,5950000,168067226890756e44
105,2,1,1,1,Saadat Abad,48000000000,1600000,3,5250000,19047619047618998e42
70,2,1,1,1,,48300000000,1610000,3,3500000,285714285714285e44
115,2,1,1,1,Ekhtiarieh,63000000000,2100000,3,5750000,17391304347826e55
179,3,1,1,1,Velenjak,80550000000,2685000,3,5966666666666666e61,167597765363128e44
86,2,1,1,1,Central Janatabad,36000000000,1200000,3,4300000,232558139534883e58
70,1,1,1,1,West Ferdows Boulevard,36500000000,12166667,3,7000000,142857142857142e58
48,1,1,1,1,ShahreZiba,17500000000,5833333,3,4800000,208333333333333e58
70,2,0,1,1,Komeil,12500000000,4166667,2,3500000,285714285714285e44
102,2,1,1,1,Saadat Abad,61200000000,2040000,3,5100000,196078431372549e30
85,2,1,0,1,Pardis,4700000000,1566667,2,4250000,235294117647058e58
72,2,1,1,0,West Ferdows Boulevard,24000000000,800000,2,3600000,277777777777777e58
120,2,1,1,1,Shahrake Qods,10500000000,350000,3,6000000,16666666666666602e58
138,3,1,1,1,Saadat Abad,93000000000,3100000,3,4600000,21739130434782603e58
87,2,1,1,1,Shahrake Qods,9600000000,320000,3,4350000,229885057471264e58
87,2,1,1,1,Pardis,5700000000,190000,3,4350000,229885057471264e58
75,2,1,1,1,ShahreZiba,33500000000,11166667,3,3750000,266666666666666e44
66,2,1,1,1,Ostad Moein,15800000000,5266667,3,3300000,303030303030303e58
57,1,1,1,1,West Ferdows Boulevard,29000000000,9666667,3,5700000,17543859649122802e58
62,1,1,1,1,West Ferdows Boulevard,26500000000,8833333,3,6200000,161290322580645e60
65,2,1,1,1,West Ferdows Boulevard,31000000000,10333333,3,3250000,307692307692307e44
70,1,0,1,0,Saadat Abad,33000000000,1100000,1,7000000,142857142857142e58
65,1,1,1,1,West Ferdows Boulevard,28000000000,9333333,3,6500000,15384615384615302e60
100,2,1,1,1,Ostad Moein,28000000000,9333333,3,5000000,20000
110,2,1,1,1,Saadat Abad,89000000000,29666667,3,5500000,181818181818181e44
68,2,1,1,1,West Ferdows Boulevard,29000000000,9666667,3,3400000,29411764705882303e58
101,2,1,1,1,Saadat Abad,55550000000,18516667,3,5050000,19801980198019802e58
85,2,1,1,1,Ekhtiarieh,50000000000,16666667,3,4250000,235294117647058e58
165,3,1,1,1,Saadat Abad,105000000000,3500000,3,5500000,181818181818181e44
105,2,1,1,0,Andisheh,10000000000,3333333,2,5250000,19047619047618998e42
135,2,1,1,1,Saadat Abad,88000000000,29333333,3,6750000,14814814814814802e58
130,3,1,1,1,Saadat Abad,93000000000,3100000,3,4333333333333334e62,23076923076923e55
83,2,1,0,1,Saadat Abad,46000000000,15333333,2,4150000,240963855421686e60
60,1,1,1,1,Saadat Abad,46500000000,1550000,3,6000000,16666666666666602e58
52,1,1,1,1,Southern Program Organization,27500000000,9166667,3,5200000,192307692307692e58
60,2,1,1,1,West Ferdows Boulevard,28500000000,950000,3,3000000,333333333333333e44
60,2,1,1,1,West Ferdows Boulevard,28500000000,950000,3,3000000,333333333333333e44
70,2,1,1,1,East Ferdows Boulevard,30000000000,1000000,3,3500000,285714285714285e44
140,3,1,1,1,Shahrake Gharb,112000000000,37333333,3,4666666666666666e61,214285714285714e44
120,2,1,1,1,Saadat Abad,68000000000,22666667,3,6000000,16666666666666602e58
62,1,1,1,1,Shahrake Qods,5100000000,170000,3,6200000,161290322580645e60
70,2,1,1,1,West Ferdows Boulevard,26000000000,8666667,3,3500000,285714285714285e44
150,3,1,1,1,Saadat Abad,95000000000,31666667,3,5000000,20000
69,2,1,1,0,Shahran,18500000000,6166667,2,3450000,28985507246376804e58
97,2,1,1,1,Pardis,7700000000,2566667,3,4850000,20618556701030902e58
70,1,1,1,1,East Ferdows Boulevard,26000000000,8666667,3,7000000,142857142857142e58
100,2,1,1,1,Jeyhoon,23000000000,7666667,3,5000000,20000
75,2,1,1,0,West Ferdows Boulevard,25000000000,8333333,2,3750000,266666666666666e44
103,2,1,1,1,Azarbaijan,31500000000,1050000,3,5150000,19417475728155302e58
85,2,1,1,1,Shahran,26500000000,8833333,3,4250000,235294117647058e58
150,3,1,1,1,Punak,105000000000,3500000,3,5000000,20000
66,2,1,1,1,Qalandari,42500000000,14166667,3,3300000,303030303030303e58
106,2,1,1,1,Pardis,8000000000,2666667,3,5300000,18867924528301802e58
101,2,1,0,1,Pirouzi,33000000000,1100000,2,5050000,19801980198019802e58
106,2,1,1,1,Saadat Abad,60000000000,2000000,3,5300000,18867924528301802e58
107,3,1,1,0,Eram,29700000000,990000,2,3566666666666666e63,2803738317757e56
122,2,1,1,1,Jeyhoon,39000000000,1300000,3,6100000,163934426229508e44
98,2,1,1,1,ShahreZiba,32000000000,10666667,3,4900000,20408163265306102e44
105,2,1,1,1,Pardis,7000000000,2333333,3,5250000,19047619047618998e42
98,2,1,1,1,Pardis,7700000000,2566667,3,4900000,20408163265306102e44
110,2,1,1,1,Ekhtiarieh,83000000000,27666667,3,5500000,181818181818181e44
95,2,1,1,1,Ostad Moein,29500000000,9833333,3,4750000,21052631578947303e58
60,1,1,1,1,Southern Program Organization,24000000000,800000,3,6000000,16666666666666602e58
76,2,0,0,0,Parand,3450000000,115000,0,3800000,26315789473684202e44
120,2,1,1,1,Punak,60000000000,2000000,3,6000000,16666666666666602e58
90,2,1,1,1,Ekhtiarieh,60000000000,2000000,3,4500000,22222222222222203e58
110,2,1,1,0,Southern Program Organization,35800000000,11933333,2,5500000,181818181818181e44
84,2,1,1,1,Shahrake Qods,9820000000,3273333,3,4200000,238095238095238e58
76,2,1,1,1,Shahrake Qods,8700000000,290000,3,3800000,26315789473684202e44
75,2,0,1,1,Parand,4000000000,1333333,2,3750000,266666666666666e44
170,4,1,1,1,Andisheh,30600000000,1020000,3,4250000,235294117647058e58
92,2,0,1,0,Andisheh,9300000000,310000,1,4600000,21739130434782603e58
122,3,1,1,0,Parand,8500000000,2833333,2,4066666666666666e61,24590163934426202e44
170,3,1,1,1,Ekhtiarieh,78000000000,2600000,3,5666666666666665e61,176470588235294e44
147,3,1,1,1,Pasdaran,83500000000,27833333,3,4900000,20408163265306102e44
47,1,0,1,0,Jeyhoon,8500000000,2833333,1,4700000,212765957446808e44
100,2,1,1,1,Pasdaran,60000000000,2000000,3,5000000,20000
90,2,1,1,1,Northern Janatabad,31500000000,1050000,3,4500000,22222222222222203e58
80,2,1,1,1,ShahreZiba,25500000000,850000,3,4000000,250000
59,1,1,0,1,Pirouzi,16000000000,5333333,2,5900000,169491525423728e44
87,2,1,1,1,Pardis,8500000000,2833333,3,4350000,229885057471264e58
50,1,0,1,1,Ostad Moein,10000000000,3333333,2,5000000,20000
123,3,1,1,1,Gheitarieh,74000000000,24666667,3,4100000,24390243902439002e55
56,1,1,1,1,Feiz Garden,22000000000,7333333,3,5600000,17857142857142803e58
105,2,1,1,1,Pardis,9450000000,315000,3,5250000,19047619047618998e42
57,1,1,1,1,Azarbaijan,17500000000,5833333,3,5700000,17543859649122802e58
78,2,1,1,1,Southern Janatabad,35000000000,11666667,3,3900000,25641025641025602e44
92,2,1,1,1,Southern Janatabad,38800000000,12933333,3,4600000,21739130434782603e58
100,2,1,1,1,Pardis,10500000000,350000,3,5000000,20000
152,3,1,1,1,Saadat Abad,98000000000,32666667,3,5066666666666666e61,19736842105263106e60
155,3,1,1,1,Shahrake Gharb,90000000000,3000000,3,5166666666666666e61,193548387096774e44
115,3,1,1,1,ShahreZiba,38700000000,1290000,3,38333333333333346e63,260869565217391e44
145,3,1,1,1,Shahrake Gharb,110000000000,36666667,3,48333333333333335e62,206896551724137e58
115,2,1,1,1,Yousef Abad,54000000000,1800000,3,5750000,17391304347826e55
60,1,1,1,0,Central Janatabad,21900000000,730000,2,6000000,16666666666666602e58
160,3,1,1,1,Gheitarieh,102000000000,3400000,3,5333333333333333e63,18750000
101,2,1,1,1,North Program Organization,51500000000,17166667,3,5050000,19801980198019802e58
98,2,1,1,1,Southern Janatabad,36000000000,1200000,3,4900000,20408163265306102e44
92,2,1,1,1,Punak,38700000000,1290000,3,4600000,21739130434782603e58
90,2,1,1,1,Northern Janatabad,38800000000,12933333,3,4500000,22222222222222203e58
150,3,1,1,1,West Ferdows Boulevard,72000000000,2400000,3,5000000,20000
106,2,1,1,1,Persian Gulf Martyrs Lake,29600000000,9866667,3,5300000,18867924528301802e58
135,3,1,1,1,Dehkade Olampic,42000000000,1400000,3,4500000,22222222222222203e58
105,2,1,1,1,Pardis,8900000000,2966667,3,5250000,19047619047618998e42
115,2,1,1,0,Tarasht,36000000000,1200000,2,5750000,17391304347826e55
110,2,1,1,0,Water Organization,39500000000,13166667,2,5500000,181818181818181e44
90,2,0,1,1,Northern Janatabad,31500000000,1050000,2,4500000,22222222222222203e58
54,1,0,1,1,Punak,20000000000,6666667,2,5400000,18518518518518503e58
130,3,1,1,1,Gheitarieh,87000000000,2900000,3,4333333333333334e62,23076923076923e55
123,3,1,1,0,Azadshahr,34500000000,1150000,2,4100000,24390243902439002e55
105,2,1,1,1,Dehkade Olampic,41000000000,13666667,3,5250000,19047619047618998e42
103,3,1,1,1,Shahran,41280000000,1376000,3,3433333333333334e63,29126213592232994e42
105,2,1,1,1,Pardis,7100000000,2366667,3,5250000,19047619047618998e42
161,3,1,1,1,Persian Gulf Martyrs Lake,64000000000,21333333,3,5366666666666666e61,18633540372670802e58
115,3,0,1,1,Shahrake Qods,16000000000,5333333,2,38333333333333346e63,260869565217391e44
85,2,0,0,0,Azadshahr,31000000000,10333333,0,4250000,235294117647058e58
50,2,1,1,0,Shahran,18200000000,6066667,2,2500000,40000
160,3,1,1,1,Persian Gulf Martyrs Lake,67000000000,22333333,3,5333333333333333e63,18750000
98,2,1,1,1,ShahreZiba,32200000000,10733333,3,4900000,20408163265306102e44
117,2,1,1,1,Shahran,38800000000,12933333,3,5850000,17094017094017e55
77,2,1,1,1,West Ferdows Boulevard,34000000000,11333333,3,3850000,259740259740259e58
100,2,1,1,0,Yousef Abad,39500000000,13166667,2,5000000,20000
85,2,1,1,0,Northern Janatabad,29500000000,9833333,2,4250000,235294117647058e58
145,3,1,1,1,Farmanieh,110000000000,36666667,3,48333333333333335e62,206896551724137e58
127,3,1,1,1,Hakimiyeh,44800000000,14933333,3,4233333333333334e63,236220472440944e58
79,2,1,1,1,Shahran,29500000000,9833333,3,3950000,253164556962025e44
120,2,1,1,1,Gheitarieh,110000000000,36666667,3,6000000,16666666666666602e58
173,3,1,1,1,Niavaran,110000000000,36666667,3,5766666666666666e61,17341040462427702e60
66,2,1,1,1,West Ferdows Boulevard,22700000000,7566667,3,3300000,303030303030303e58
100,2,1,1,1,Gheitarieh,80000000000,26666667,3,5000000,20000
140,3,1,1,1,Gheitarieh,111500000000,37166667,3,4666666666666666e61,214285714285714e44
93,2,1,1,1,Atabak,13000000000,4333333,3,4650000,21505376344086e58
80,2,1,1,1,Yousef Abad,42500000000,14166667,3,4000000,250000
119,2,1,1,1,Shahran,54000000000,1800000,3,5950000,168067226890756e44
100,2,1,1,1,Ekhtiarieh,65000000000,21666667,3,5000000,20000
115,2,1,1,1,Shahran,38400000000,1280000,3,5750000,17391304347826e55
52,1,1,1,1,Ekhtiarieh,37000000000,12333333,3,5200000,192307692307692e58
136,3,1,1,1,Persian Gulf Martyrs Lake,13600000000,4533333,3,4533333333333334e62,220588235294117e58
95,2,1,1,1,Shahran,50000000000,16666667,3,4750000,21052631578947303e58
83,3,1,1,1,Shahran,31000000000,10333333,3,2766666666666667e64,36144578313253e42
100,2,1,1,1,Shahrake Qods,17000000000,5666667,3,5000000,20000
70,2,1,1,0,Shahran,25500000000,850000,2,3500000,285714285714285e44
73,2,1,1,0,Shahran,25800000000,860000,2,3650000,273972602739726e30
70,2,1,1,1,ShahreZiba,20000000000,6666667,3,3500000,285714285714285e44
105,2,1,1,1,Pardis,5000000000,1666667,3,5250000,19047619047618998e42
69,2,1,1,1,ShahreZiba,20500000000,6833333,3,3450000,28985507246376804e58
87,2,1,1,1,Pardis,5300000000,1766667,3,4350000,229885057471264e58
66,1,1,1,1,Pardis,7200000000,240000,3,6600000,151515151515151e58
98,2,1,1,1,Pardis,10000000000,3333333,3,4900000,20408163265306102e44
64,2,1,1,1,ShahreZiba,19800000000,660000,3,3200000,31250000
65,2,1,1,1,ShahreZiba,20000000000,6666667,3,3250000,307692307692307e44
85,2,1,1,1,Central Janatabad,33500000000,11166667,3,4250000,235294117647058e58
85,2,1,1,1,Punak,45000000000,1500000,3,4250000,235294117647058e58
93,2,1,1,1,Gheitarieh,56000000000,18666667,3,4650000,21505376344086e58
155,3,1,1,1,Heravi,90000000000,3000000,3,5166666666666666e61,193548387096774e44
450,2,0,0,0,Absard,45000000000,1500000,0,22500000,44444444444443993e58
117,3,1,1,1,Shahrake Gharb,68000000000,22666667,3,3900000,25641025641025602e44
85,2,1,1,1,Pakdasht,6400000000,2133333,3,4250000,235294117647058e58
900,3,1,1,0,Damavand,85000000000,28333333,2,30000000,33333333333333e55
60,1,1,1,1,Persian Gulf Martyrs Lake,8750000000,2916667,3,6000000,16666666666666602e58
60,1,1,1,1,Persian Gulf Martyrs Lake,8700000000,290000,3,6000000,16666666666666602e58
58,2,1,1,1,Sabalan,12000000000,400000,3,2900000,344827586206896e58
118,2,1,1,1,Shahrake Qods,9600000000,320000,3,5900000,169491525423728e44
98,2,1,1,1,Gheitarieh,87000000000,2900000,3,4900000,20408163265306102e44
60,1,0,1,1,Narmak,21000000000,700000,2,6000000,16666666666666602e58
85,2,1,1,1,Gheitarieh,74000000000,24666667,3,4250000,235294117647058e58
110,2,1,1,1,Heravi,50000000000,16666667,3,5500000,181818181818181e44
190,3,1,1,1,Gheitarieh,120000000000,4000000,3,6333333333333334e63,15789473684210503e58
99,2,1,1,1,Heravi,49000000000,16333333,3,4950000,20202020202020202e58
125,2,1,1,1,Gheitarieh,116000000000,38666667,3,6250000,160000
85,2,1,1,1,Gheitarieh,73000000000,24333333,3,4250000,235294117647058e58
103,2,1,1,1,Heravi,66400000000,22133333,3,5150000,19417475728155302e58
90,2,1,1,1,Pirouzi,26500000000,8833333,3,4500000,22222222222222203e58
88,2,1,1,1,Gheitarieh,76000000000,25333333,3,4400000,22727272727272703e58
100,2,1,1,1,Gheitarieh,85000000000,28333333,3,5000000,20000
100,2,1,1,1,Saadat Abad,65000000000,21666667,3,5000000,20000
116,3,1,1,1,Gheitarieh,80000000000,26666667,3,3866666666666666e61,258620689655172e44
61,1,1,1,1,Si Metri Ji,13180000000,4393333,3,6100000,163934426229508e44
70,2,1,1,1,Jeyhoon,15500000000,5166667,3,3500000,285714285714285e44
62,2,1,1,1,Beryanak,14000000000,4666667,3,3100000,32258064516129e42
120,3,1,1,1,Ostad Moein,39500000000,13166667,3,4000000,250000
87,2,1,1,1,Amirabad,47800000000,15933333,3,4350000,229885057471264e58
80,2,1,1,1,Parand,5000000000,1666667,3,4000000,250000
57,1,0,1,1,Ostad Moein,13200000000,440000,2,5700000,17543859649122802e58
84,2,1,1,1,Pirouzi,22500000000,750000,3,4200000,238095238095238e58
93,2,1,1,1,Saadat Abad,56000000000,18666667,3,4650000,21505376344086e58
85,2,1,1,1,Gheitarieh,80000000000,26666667,3,4250000,235294117647058e58
100,2,1,1,1,Saadat Abad,74000000000,24666667,3,5000000,20000
153,2,1,1,1,Aqdasieh,105000000000,3500000,3,7650000,13071895424836602e58
122,3,1,1,1,Saadat Abad,80000000000,26666667,3,4066666666666666e61,24590163934426202e44
150,2,1,1,1,Aqdasieh,105000000000,3500000,3,7500000,133333333333333e58
56,2,1,1,1,Ostad Moein,15000000000,500000,3,2800000,357142857142857e44
150,2,1,1,1,Araj,105000000000,3500000,3,7500000,133333333333333e58
140,3,1,1,1,Shahrake Qods,25900000000,8633333,3,4666666666666666e61,214285714285714e44
67,2,1,1,0,Jeyhoon,15000000000,500000,2,3350000,298507462686567e58
86,2,1,1,1,Gheitarieh,72000000000,2400000,3,4300000,232558139534883e58
120,3,1,1,1,Ostad Moein,39500000000,13166667,3,4000000,250000
84,2,1,1,1,Gheitarieh,74000000000,24666667,3,4200000,238095238095238e58
86,2,1,1,1,Central Janatabad,38000000000,12666667,3,4300000,232558139534883e58
85,2,1,1,1,Gheitarieh,73000000000,24333333,3,4250000,235294117647058e58
67,2,1,1,1,Shahran,23000000000,7666667,3,3350000,298507462686567e58
90,2,1,1,1,Northern Janatabad,48000000000,1600000,3,4500000,22222222222222203e58
83,2,1,1,1,Gheitarieh,73000000000,24333333,3,4150000,240963855421686e60
70,2,1,1,1,Jeyhoon,17300000000,5766667,3,3500000,285714285714285e44
88,2,1,1,1,Shahrake Qods,11352000000,378400,3,4400000,22727272727272703e58
167,3,1,1,1,Gheitarieh,110000000000,36666667,3,5566666666666666e61,17964071856287403e58
100,2,0,0,0,Shahrake Qods,6500000000,2166667,0,5000000,20000
100,2,1,1,1,Shahrake Qods,10000000000,3333333,3,5000000,20000
60,2,1,1,1,Southern Janatabad,23000000000,7666667,3,3000000,333333333333333e44
155,3,1,1,1,Gheitarieh,110000000000,36666667,3,5166666666666666e61,193548387096774e44
76,2,1,1,1,Jeyhoon,18500000000,6166667,3,3800000,26315789473684202e44
90,2,1,1,1,Shahrake Qods,9000000000,300000,3,4500000,22222222222222203e58
65,1,1,1,1,Shahrake Qods,5350000000,1783333,3,6500000,15384615384615302e60
80,2,1,1,1,Shahrake Qods,6800000000,2266667,3,4000000,250000
135,2,1,1,1,Gheitarieh,87000000000,2900000,3,6750000,14814814814814802e58
94,2,1,1,1,Shahrake Qods,9500000000,3166667,3,4700000,212765957446808e44
110,2,1,1,1,Gheitarieh,82000000000,27333333,3,5500000,181818181818181e44
115,3,1,1,1,Farmanieh,69000000000,2300000,3,38333333333333346e63,260869565217391e44
170,3,1,1,1,Gheitarieh,112000000000,37333333,3,5666666666666665e61,176470588235294e44
115,3,0,1,1,Farmanieh,69000000000,2300000,2,38333333333333346e63,260869565217391e44
60,1,0,0,0,Damavand,9000000000,300000,0,6000000,16666666666666602e58
105,2,1,1,1,Saadat Abad,58000000000,19333333,3,5250000,19047619047618998e42
61,2,0,1,0,Salsabil,10400000000,3466667,1,3050000,327868852459016e44
100,2,1,1,1,Saadat Abad,60000000000,2000000,3,5000000,20000
145,3,1,1,1,Jeyhoon,46000000000,15333333,3,48333333333333335e62,206896551724137e58
87,2,1,1,1,Pardis,4790000000,1596667,3,4350000,229885057471264e58
87,2,1,1,1,Pardis,4960000000,1653333,3,4350000,229885057471264e58
115,3,1,1,1,Shahrake Gharb,65000000000,21666667,3,38333333333333346e63,260869565217391e44
85,2,1,1,1,Pardis,6900000000,230000,3,4250000,235294117647058e58
67,2,1,1,0,Punak,22800000000,760000,2,3350000,298507462686567e58
94,2,1,1,1,Shahran,22800000000,760000,3,4700000,212765957446808e44
90,2,1,1,1,Shahran,32000000000,10666667,3,4500000,22222222222222203e58
94,2,1,1,1,,30000000000,1000000,3,4700000,212765957446808e44
99,2,1,1,1,,41500000000,13833333,3,4950000,20202020202020202e58
86,2,1,1,1,Pardis,8900000000,2966667,3,4300000,232558139534883e58
60,2,1,1,1,West Ferdows Boulevard,26500000000,8833333,3,3000000,333333333333333e44
58,1,1,1,1,Shahrake Gharb,34000000000,11333333,3,5800000,172413793103448e58
76,2,1,1,1,ShahreZiba,28500000000,950000,3,3800000,26315789473684202e44
57,1,1,1,1,Southern Program Organization,24000000000,800000,3,5700000,17543859649122802e58
81,2,1,1,1,West Ferdows Boulevard,33000000000,1100000,3,4050000,24691358024691303e58
112,3,1,1,1,West Ferdows Boulevard,36000000000,1200000,3,37333333333333334e63,267857142857142e58
75,2,1,1,1,Shahran,35000000000,11666667,3,3750000,266666666666666e44
153,3,1,1,1,Punak,75000000000,2500000,3,5100000,196078431372549e30
95,2,1,1,1,Shahrake Gharb,51000000000,1700000,3,4750000,21052631578947303e58
101,2,1,1,1,Shahrake Gharb,65650000000,21883333,3,5050000,19801980198019802e58
40,0,0,0,0,Pakdasht,1650000000,55000,0,inf,00
88,2,1,1,1,Railway,28600000000,9533333,3,4400000,22727272727272703e58
141,3,1,1,1,Persian Gulf Martyrs Lake,38100000000,1270000,3,4700000,212765957446808e44
140,3,1,1,1,Persian Gulf Martyrs Lake,17900000000,5966667,3,4666666666666666e61,214285714285714e44
120,2,1,1,1,Persian Gulf Martyrs Lake,15300000000,510000,3,6000000,16666666666666602e58
66,2,0,1,0,Beryanak,10000000000,3333333,1,3300000,303030303030303e58
70,2,1,1,1,Punak,35000000000,11666667,3,3500000,285714285714285e44
75,2,1,0,1,Heshmatieh,30000000000,1000000,2,3750000,266666666666666e44
70,2,0,1,1,ElmoSanat,18000000000,600000,2,3500000,285714285714285e44
95,2,1,1,1,Golestan,9500000000,3166667,3,4750000,21052631578947303e58
65,2,1,1,0,Jeyhoon,14500000000,4833333,2,3250000,307692307692307e44
88,3,0,1,1,Parand,4750000000,1583333,2,2933333333333333e62,34090909090909e42
113,3,1,1,0,Gheitarieh,60000000000,2000000,2,3766666666666666e61,265486725663716e44
50,1,1,1,0,Shahrake Qods,3600000000,120000,2,5000000,20000
45,1,0,0,1,Ostad Moein,12000000000,400000,1,4500000,22222222222222203e58
53,1,0,1,1,Narmak,13500000000,450000,2,5300000,18867924528301802e58
100,2,1,1,1,Andisheh,18000000000,600000,3,5000000,20000
50,1,1,1,0,Shahryar,5000000000,1666667,2,5000000,20000
43,0,0,1,0,Nasim Shahr,3600000000,120000,1,inf,00
